"","Fecha","1","3","6","12"
"V3467",2017-01-19,,,,
"V3468",2017-01-20,,,,
"V3469",2017-01-23,,,,
"V3470",2017-01-24,,,,
"V3471",2017-01-25,,,,
"V3472",2017-01-26,,,,
"V3473",2017-01-27,,,,
"V3474",2017-01-30,,,,
"V3475",2017-01-31,,,,
"V3476",2017-02-01,,,,
"V3477",2017-02-02,,,,
"V3478",2017-02-03,,,,
"V3479",2017-02-06,,,,
"V3480",2017-02-07,,,,
"V3481",2017-02-08,,,,
"V3482",2017-02-09,,,,
"V3483",2017-02-10,,,,
"V3484",2017-02-13,,,,
"V3485",2017-02-14,,,,
"V3486",2017-02-15,,,,
"V3487",2017-02-16,,,,
"V3488",2017-02-17,,,,
"V3489",2017-02-20,,,,
"V3490",2017-02-21,,,,
"V3491",2017-02-22,,,,
"V3492",2017-02-23,,,,
"V3493",2017-02-24,,,,
"V3494",2017-03-01,,,,
"V3495",2017-03-02,,,,
"V3496",2017-03-03,,,,
"V3497",2017-03-06,,,,
"V3498",2017-03-07,,,,
"V3499",2017-03-08,,,,
"V3500",2017-03-09,,,,
"V3501",2017-03-10,,,,
"V3502",2017-03-13,,,,
