Id,Fecha,Uva,Uvi,Reservas,BaseMonetaria,CirculacionMonetaria,BilletesPoderPublico,EfectivoEntidadesFinancieras,DeposBancosCtaCtePesos,LebacEfectivo,LebacColocacion,DeposEfectivoEntidadesFinancieras,EnCuentasCorrientes,EnCajaAhorros,APlazo,OtrosDepos,M2Privado,LebacTasa35Dias,PaseActivas,PasePasivas,PrestamosEntidadesFinancierasSectorPrivado,TasasBaibar,TasasDepos30Dias,Badlar,TipoCambioReferencia,Cer
1,2003-01-02,,,10501.0,29302.0,18901.0,16444.0,2457.0,10401.0,3444.0,,75553.0,16515.0,9515.0,21746.0,8946.0,,,,,34854.0,6.34,21.16,,3.3625,
2,2003-01-03,,,10505.0,29360.0,18907.0,16491.0,2416.0,10453.0,3595.0,3788.0,75728.0,16381.0,9456.0,22136.0,8935.0,,,,,34711.0,6.5,24.25,,3.3328,
3,2003-01-06,,,10564.0,29524.0,18937.0,16514.0,2423.0,10587.0,3587.0,3788.0,75994.0,16528.0,9403.0,22345.0,8906.0,,,,,34555.0,6.49,20.82,,3.329,
4,2003-01-07,,,10605.0,29867.0,18971.0,16554.0,2417.0,10896.0,3586.0,3788.0,76145.0,16373.0,9497.0,22672.0,8815.0,,,,,34346.0,6.56,20.74,,3.2888,
5,2003-01-08,,,10652.0,29957.0,18955.0,16597.0,2358.0,11002.0,3636.0,3858.0,76206.0,16144.0,9659.0,22778.0,8840.0,,,,,34305.0,6.49,18.57,,3.2935,
6,2003-01-09,,,10663.0,29988.0,19008.0,16615.0,2393.0,10980.0,3637.0,3858.0,76552.0,16401.0,9557.0,22907.0,8913.0,,,,,34255.0,6.02,18.21,,3.3143,
7,2003-01-10,,,10645.0,29680.0,19008.0,16618.0,2390.0,10672.0,3910.0,4183.0,76425.0,16339.0,9449.0,23000.0,8878.0,,,,,34326.0,6.01,18.96,,3.3533,
8,2003-01-13,,,10664.0,29778.0,18985.0,16540.0,2445.0,10793.0,3921.0,4183.0,77142.0,16928.0,9573.0,22973.0,8935.0,,,,,34316.0,5.93,17.57,,3.345,
9,2003-01-14,,,10693.0,29889.0,18896.0,16486.0,2410.0,10993.0,3919.0,4183.0,77206.0,16999.0,9526.0,23133.0,8807.0,,,,,34234.0,5.24,17.62,,3.3037,
10,2003-01-15,,,10730.0,29882.0,18788.0,16438.0,2350.0,11094.0,4034.0,4376.0,77243.0,17237.0,9284.0,23201.0,8815.0,,,,,34057.0,5.42,16.98,,3.2275,
11,2003-01-16,,,10746.0,29917.0,18748.0,16399.0,2349.0,11169.0,4012.0,4376.0,76876.0,17054.0,9243.0,23146.0,8775.0,,,,,33912.0,4.94,16.24,,3.2438,
12,2003-01-17,,,9751.0,29341.0,18722.0,16407.0,2315.0,10619.0,4152.0,4553.0,76583.0,16431.0,9420.0,23351.0,8727.0,,,,,33804.0,5.07,17.86,,3.244,
13,2003-01-20,,,9752.0,29392.0,18716.0,16362.0,2354.0,10676.0,4152.0,4553.0,76775.0,16863.0,9247.0,23277.0,8736.0,,,,,33727.0,4.86,16.96,,3.1933,
14,2003-01-21,,,9815.0,29594.0,18654.0,16353.0,2301.0,10940.0,4138.0,4553.0,77206.0,17017.0,9340.0,23463.0,8743.0,,,,,33597.0,5.24,16.73,,3.1328,
15,2003-01-22,,,9831.0,29573.0,18628.0,16363.0,2265.0,10945.0,4175.0,4615.0,77139.0,16851.0,9300.0,23578.0,8773.0,,,,,33409.0,5.87,18.07,,3.0633,
16,2003-01-23,,,8267.0,29611.0,18591.0,16317.0,2274.0,11020.0,4156.0,4615.0,77084.0,16679.0,9302.0,23789.0,8701.0,,,,,33549.0,5.54,16.1,,3.12,
17,2003-01-24,,,8245.0,29632.0,18532.0,16266.0,2266.0,11100.0,4216.0,4651.0,76984.0,16599.0,9205.0,23942.0,8634.0,,,,,33597.0,4.73,16.71,,3.1733,
18,2003-01-27,,,9262.0,29601.0,18479.0,16170.0,2309.0,11122.0,4231.0,4651.0,77341.0,16921.0,9238.0,23761.0,8825.0,,,,,33770.0,4.48,15.19,,3.2592,
19,2003-01-28,,,9264.0,29613.0,18389.0,16085.0,2304.0,11224.0,4255.0,4651.0,77708.0,17162.0,9246.0,23975.0,8760.0,,,,,33863.0,4.73,15.96,,3.3433,
20,2003-01-29,,,9330.0,29634.0,18398.0,16065.0,2333.0,11236.0,4267.0,4644.0,78180.0,17265.0,9256.0,24004.0,9108.0,,,,,33878.0,4.62,16.39,,3.335,
21,2003-01-30,,,9334.0,29646.0,18459.0,16075.0,2384.0,11187.0,4265.0,4644.0,78029.0,16990.0,9386.0,24111.0,9048.0,,,,,33804.0,4.57,16.98,,3.24,
22,2003-01-31,,,9326.0,29492.0,18584.0,16175.0,2409.0,10908.0,4313.0,4728.0,77718.0,16554.0,9646.0,24372.0,8671.0,,,,,33951.0,4.73,18.0,,3.1817,
23,2003-02-03,,,9308.0,29167.0,18605.0,16260.0,2345.0,10562.0,4297.0,4728.0,77550.0,16475.0,9685.0,24167.0,8782.0,,,,,33805.0,4.67,16.39,,3.1983,
24,2003-02-04,,,9290.0,29217.0,18688.0,16313.0,2375.0,10529.0,4302.0,4728.0,77550.0,16483.0,9666.0,24315.0,8692.0,,,,,33720.0,5.02,17.22,,3.1567,
25,2003-02-05,,,9306.0,29186.0,18731.0,16410.0,2321.0,10455.0,4353.0,4797.0,77303.0,16102.0,9706.0,24489.0,8657.0,,,,,33726.0,4.76,17.17,,3.1533,
26,2003-02-06,,,9320.0,29214.0,18810.0,16537.0,2273.0,10404.0,4352.0,4797.0,77497.0,16178.0,9699.0,24682.0,8649.0,,,,,33682.0,5.64,17.03,,3.1458,
27,2003-02-07,,,9210.0,29188.0,18951.0,16699.0,2252.0,10237.0,4419.0,4867.0,76854.0,15386.0,9659.0,24859.0,8735.0,,,,,33652.0,4.68,16.56,,3.1517,
28,2003-02-10,,,9232.0,28749.0,19070.0,16732.0,2338.0,9679.0,4421.0,4867.0,76433.0,15240.0,9470.0,24751.0,8775.0,,,,,33690.0,5.08,18.4,,3.1458,
29,2003-02-11,,,9256.0,28808.0,18983.0,16703.0,2280.0,9825.0,4419.0,4867.0,76095.0,14969.0,9412.0,24952.0,8641.0,,,,,33593.0,5.08,17.91,,3.1017,
30,2003-02-12,,,9236.0,28922.0,18882.0,16631.0,2251.0,10040.0,4375.0,4817.0,76263.0,15042.0,9331.0,25024.0,8812.0,,,,,33499.0,5.16,18.18,,3.0848,
31,2003-02-13,,,9291.0,28965.0,18872.0,16626.0,2246.0,10093.0,4370.0,4817.0,75823.0,14798.0,9197.0,25240.0,8635.0,,,,,33425.0,5.24,16.58,,3.1167,
32,2003-02-14,,,9440.0,29027.0,18873.0,16641.0,2232.0,10154.0,4452.0,4892.0,76283.0,15003.0,9254.0,25544.0,8635.0,,,,,33524.0,5.99,18.49,,3.1908,
33,2003-02-17,,,9439.0,29024.0,18882.0,16582.0,2300.0,10142.0,4474.0,4892.0,76405.0,15235.0,9118.0,25526.0,8719.0,,,,,33569.0,5.72,21.43,,3.1617,
34,2003-02-18,,,9434.0,29083.0,18843.0,16544.0,2299.0,10240.0,4465.0,4892.0,77431.0,15835.0,9077.0,25906.0,8870.0,,,,,33537.0,6.51,21.48,,3.1585,
35,2003-02-19,,,10194.0,29165.0,18812.0,16566.0,2246.0,10353.0,4466.0,4897.0,77959.0,16108.0,9011.0,26121.0,9000.0,,,,,33489.0,7.03,21.91,,3.1843,
36,2003-02-20,,,10209.0,29976.0,18791.0,16594.0,2197.0,11185.0,4474.0,4897.0,78272.0,16233.0,9194.0,26225.0,8953.0,,,,,33427.0,7.67,24.26,,3.2317,
37,2003-02-21,,,10247.0,30027.0,18805.0,16619.0,2186.0,11222.0,4541.0,4956.0,78924.0,16912.0,9131.0,26293.0,8961.0,,,,,33380.0,8.38,19.78,,3.2025,
38,2003-02-24,,,10251.0,30051.0,18797.0,16580.0,2217.0,11254.0,4532.0,4956.0,78396.0,16470.0,9053.0,26355.0,8931.0,,,,,33330.0,8.56,22.43,,3.1838,
39,2003-02-25,,,10274.0,30128.0,18741.0,16461.0,2280.0,11387.0,4527.0,4956.0,78083.0,16312.0,8996.0,26413.0,8819.0,,,,,33192.0,9.3,23.2,,3.15,
40,2003-02-26,,,10300.0,30117.0,18699.0,16409.0,2290.0,11418.0,4557.0,5003.0,78303.0,16467.0,8943.0,26537.0,8862.0,,,,,33130.0,9.13,19.4,,3.1622,
41,2003-02-27,,,10295.0,30127.0,18748.0,16440.0,2308.0,11379.0,4561.0,5003.0,78971.0,16811.0,9103.0,26653.0,9008.0,,,,,33196.0,9.46,21.21,,3.1817,
42,2003-02-28,,,10289.0,30164.0,18887.0,16532.0,2355.0,11277.0,4425.0,4868.0,79263.0,16623.0,9450.0,26987.0,9088.0,,,,,33081.0,9.0,21.5,,3.2013,
43,2003-03-03,,,10256.0,30206.0,19021.0,16687.0,2334.0,11185.0,4431.0,4868.0,78842.0,16654.0,9465.0,26842.0,8984.0,,,,,33138.0,9.11,21.88,,3.2187,
44,2003-03-04,,,10263.0,30246.0,19091.0,16764.0,2327.0,11155.0,4436.0,4868.0,78736.0,16499.0,9404.0,26948.0,9010.0,,,,,33091.0,9.2,21.52,,3.1962,
45,2003-03-05,,,10266.0,30210.0,19137.0,16867.0,2270.0,11073.0,4485.0,4947.0,78653.0,16373.0,9452.0,26929.0,9049.0,,,,,32985.0,10.34,18.57,,3.174,
46,2003-03-06,,,10276.0,30229.0,19301.0,17003.0,2298.0,10928.0,4479.0,4947.0,78558.0,16309.0,9482.0,26953.0,8977.0,,,,,32977.0,10.42,22.52,,3.1808,
47,2003-03-07,,,10279.0,30184.0,19449.0,17192.0,2257.0,10735.0,4527.0,4994.0,78611.0,16186.0,9564.0,27092.0,8947.0,,,,,32899.0,9.98,21.44,,3.1715,
48,2003-03-10,,,10304.0,30255.0,19546.0,17258.0,2288.0,10709.0,4525.0,4994.0,78443.0,16322.0,9400.0,26851.0,9071.0,,,,,32835.0,9.84,20.64,,3.1493,
49,2003-03-11,,,10310.0,30236.0,19504.0,17259.0,2245.0,10732.0,4519.0,4994.0,77770.0,15630.0,9301.0,27006.0,9052.0,,,,,32684.0,10.9,22.44,,3.137,
50,2003-03-12,,,10312.0,30337.0,19432.0,17227.0,2205.0,10905.0,4432.0,4911.0,77539.0,15637.0,9069.0,27090.0,8987.0,,,,,32644.0,11.04,22.48,,3.1133,
51,2003-03-13,,,10312.0,30321.0,19397.0,17203.0,2194.0,10924.0,4426.0,4911.0,77367.0,15405.0,8955.0,27267.0,9009.0,,,,,32543.0,10.06,19.67,,3.1078,
52,2003-03-14,,,10326.0,30301.0,19391.0,17200.0,2191.0,10910.0,4434.0,4920.0,77290.0,15355.0,8860.0,27339.0,9052.0,,,,,32470.0,9.32,22.11,,3.1208,
53,2003-03-17,,,10209.0,30354.0,19358.0,17110.0,2248.0,10996.0,4438.0,4920.0,77479.0,15775.0,8779.0,27287.0,9016.0,,,,,32400.0,8.65,21.77,,3.1,
54,2003-03-18,,,10224.0,30366.0,19281.0,17044.0,2237.0,11085.0,4432.0,4920.0,78258.0,16187.0,8796.0,27407.0,9258.0,,,,,32325.0,9.07,23.19,,3.0655,
55,2003-03-19,,,10176.0,30407.0,19180.0,16982.0,2198.0,11227.0,4429.0,4929.0,78293.0,15993.0,8897.0,27541.0,9277.0,,,,,32140.0,8.42,25.41,,3.0192,
56,2003-03-20,,,10513.0,30469.0,19207.0,17020.0,2187.0,11262.0,4415.0,4929.0,78400.0,16114.0,8879.0,27668.0,9163.0,,,,,32065.0,8.39,24.5,,3.0195,
57,2003-03-21,,,10507.0,30498.0,19216.0,17063.0,2153.0,11282.0,4402.0,4931.0,78341.0,15981.0,9010.0,27657.0,9140.0,,,,,32061.0,7.58,22.51,,3.0357,
58,2003-03-24,,,10496.0,30572.0,19200.0,16971.0,2229.0,11372.0,4407.0,4931.0,78257.0,15975.0,8862.0,27613.0,9264.0,,,,,32051.0,7.3,24.49,,3.0088,
59,2003-03-25,,,10533.0,30599.0,19106.0,16893.0,2213.0,11493.0,4399.0,4931.0,78055.0,15781.0,8747.0,27906.0,9106.0,,,,,31987.0,7.22,21.65,,2.9417,
60,2003-03-26,,,10555.0,30612.0,19099.0,16854.0,2245.0,11513.0,4417.0,4969.0,78180.0,15955.0,8730.0,27940.0,9047.0,,,,,31795.0,6.81,23.9,,2.9012,
61,2003-03-27,,,10576.0,30663.0,19217.0,16897.0,2320.0,11446.0,4406.0,4969.0,78444.0,15990.0,8918.0,28034.0,9007.0,,,,,31729.0,7.01,24.69,,2.871,
62,2003-03-28,,,10517.0,30667.0,19417.0,17017.0,2400.0,11250.0,4403.0,4980.0,79060.0,16099.0,9246.0,28246.0,8986.0,,,,,31903.0,6.87,21.27,,2.9625,
63,2003-04-01,,,10513.0,30673.0,19537.0,17127.0,2410.0,11136.0,4428.0,4980.0,78608.0,15998.0,9116.0,27875.0,9152.0,,,,,31882.0,7.07,22.49,,2.9792,
64,2003-04-02,,,10515.0,30662.0,19575.0,17189.0,2386.0,11087.0,4461.0,5015.0,78486.0,15862.0,9042.0,28075.0,9061.0,,,,,31814.0,6.54,23.6,,2.9243,
65,2003-04-03,,,10540.0,30776.0,19748.0,17309.0,2439.0,11028.0,4437.0,5005.0,78609.0,15904.0,9018.0,28137.0,9113.0,,,,,31696.0,6.83,23.89,,2.9,
66,2003-04-04,,,10547.0,30704.0,19816.0,17468.0,2348.0,10888.0,4504.0,5091.0,78366.0,15458.0,9318.0,28201.0,8967.0,,,,,31624.0,6.97,20.06,,2.9022,
67,2003-04-07,,,10519.0,30734.0,19957.0,17604.0,2353.0,10777.0,4505.0,5091.0,78207.0,15475.0,9086.0,28174.0,9055.0,,,,,31582.0,7.07,22.51,,2.8932,
68,2003-04-08,,,10506.0,30742.0,20030.0,17624.0,2406.0,10712.0,4502.0,5091.0,78339.0,15601.0,9128.0,28391.0,9017.0,,,,,31650.0,7.37,23.44,,2.9092,
69,2003-04-09,,,10514.0,30840.0,20053.0,17658.0,2395.0,10787.0,4494.0,5087.0,77878.0,15190.0,9105.0,28706.0,9082.0,,,,,31580.0,7.15,21.18,,2.9187,
70,2003-04-10,,,10448.0,30900.0,20081.0,17689.0,2392.0,10819.0,4496.0,5087.0,77744.0,15217.0,9156.0,29197.0,8998.0,,,,,31399.0,6.86,23.89,,2.895,
71,2003-04-11,,,10472.0,30850.0,20114.0,17768.0,2346.0,10736.0,4554.0,5169.0,77507.0,15060.0,9051.0,29825.0,9042.0,,,,,31418.0,6.66,20.37,,2.8897,
72,2003-04-14,,,10472.0,30863.0,20174.0,17740.0,2434.0,10689.0,4553.0,5169.0,77880.0,15295.0,8965.0,30238.0,9316.0,,,,,31543.0,6.27,21.85,,2.924,
73,2003-04-15,,,10477.0,30866.0,20243.0,17722.0,2521.0,10623.0,4563.0,5169.0,77945.0,15603.0,8948.0,30894.0,9115.0,,,,,31513.0,6.8,21.37,,2.959,
74,2003-04-16,,,10484.0,30852.0,20224.0,17775.0,2449.0,10628.0,4589.0,5215.0,77869.0,15399.0,8950.0,31620.0,9027.0,,,,,31577.0,6.63,21.25,,2.9377,
75,2003-04-21,,,10502.0,30874.0,20174.0,17584.0,2590.0,10700.0,4583.0,5215.0,77905.0,15729.0,8976.0,31563.0,9283.0,,,,,31479.0,6.4,19.96,,2.8953,
76,2003-04-22,,,10541.0,31055.0,19993.0,17538.0,2455.0,11062.0,4571.0,5215.0,78085.0,15831.0,9008.0,32437.0,9204.0,,,,,31455.0,6.4,21.45,,2.8552,
77,2003-04-23,,,10595.0,31013.0,19829.0,17483.0,2346.0,11184.0,4690.0,5352.0,78305.0,16279.0,9185.0,33354.0,9173.0,,,,,31431.0,5.91,21.37,,2.8378,
78,2003-04-24,,,10609.0,31041.0,19733.0,17435.0,2298.0,11308.0,4685.0,5352.0,78005.0,16165.0,9145.0,33831.0,8893.0,,,,,31343.0,5.55,20.22,,2.852,
79,2003-04-25,,,10867.0,30887.0,19698.0,17440.0,2258.0,11189.0,4787.0,5457.0,78188.0,16297.0,9017.0,34008.0,9014.0,,,,,31365.0,5.44,20.03,,2.8752,
80,2003-04-28,,,10891.0,30952.0,19711.0,17342.0,2369.0,11241.0,4794.0,5457.0,78681.0,16658.0,9127.0,33855.0,9234.0,,,,,31520.0,5.7,18.19,,2.8602,
81,2003-04-29,,,10948.0,31078.0,19735.0,17306.0,2429.0,11343.0,4790.0,5457.0,79066.0,16785.0,9416.0,34200.0,8919.0,,,,,31501.0,5.92,18.23,,2.8547,
82,2003-04-30,,,10971.0,31475.0,19845.0,17394.0,2451.0,11630.0,4590.0,5219.0,79052.0,16546.0,9821.0,34636.0,8385.0,,,,,31442.0,5.22,18.57,,2.8295,
83,2003-05-02,,,11102.0,31706.0,20049.0,17673.0,2376.0,11657.0,4623.0,5241.0,78644.0,16332.0,9798.0,34304.0,8558.0,,,,,31417.0,5.44,17.93,,2.7947,
84,2003-05-05,,,11182.0,31903.0,20258.0,17862.0,2396.0,11645.0,4614.0,5241.0,78898.0,16633.0,9630.0,34301.0,8724.0,,,,,31449.0,5.48,17.24,,2.7975,
85,2003-05-06,,,11260.0,32052.0,20273.0,17882.0,2391.0,11779.0,4615.0,5241.0,79111.0,16533.0,9676.0,34599.0,8719.0,,,,,31382.0,5.25,17.24,,2.7965,
86,2003-05-07,,,10996.0,31977.0,20305.0,18004.0,2301.0,11672.0,4713.0,5337.0,78948.0,16177.0,9824.0,34618.0,8813.0,,,,,31272.0,5.25,15.88,,2.8055,
87,2003-05-08,,,11135.0,32367.0,20471.0,18136.0,2335.0,11896.0,4716.0,5337.0,79178.0,16079.0,9957.0,34958.0,8718.0,,,,,31269.0,4.94,16.01,,2.7683,
88,2003-05-09,,,11292.0,32860.0,20620.0,18285.0,2335.0,12240.0,4620.0,5241.0,79310.0,15989.0,10109.0,35250.0,8543.0,,,,,31181.0,5.0,15.59,,2.7602,
89,2003-05-12,,,11354.0,33021.0,20656.0,18270.0,2386.0,12365.0,4618.0,5241.0,79325.0,16251.0,9845.0,35214.0,8639.0,,,,,31134.0,4.57,14.4,,2.774,
90,2003-05-13,,,11465.0,33266.0,20557.0,18192.0,2365.0,12709.0,4622.0,5241.0,79517.0,16485.0,9655.0,35483.0,8577.0,,,,,30987.0,4.54,14.17,,2.7485,
91,2003-05-14,,,10735.0,33161.0,20464.0,18154.0,2310.0,12697.0,4762.0,5386.0,79665.0,16666.0,9576.0,35513.0,8646.0,,,,,31006.0,4.3,14.01,,2.7678,
92,2003-05-15,,,10755.0,33222.0,20471.0,18149.0,2322.0,12751.0,4767.0,5386.0,79655.0,16469.0,9694.0,35597.0,8715.0,,,,,31067.0,4.11,12.94,,2.8395,
93,2003-05-16,,,10898.0,33373.0,20489.0,18172.0,2317.0,12884.0,4847.0,5457.0,79791.0,16564.0,9722.0,35754.0,8642.0,,,,,31149.0,4.17,13.32,,2.9083,
94,2003-05-19,,,10881.0,33431.0,20495.0,18085.0,2410.0,12936.0,4865.0,5457.0,80503.0,17198.0,9718.0,35893.0,8694.0,,,,,31139.0,4.02,13.13,,2.95,
95,2003-05-20,,,10971.0,33672.0,20438.0,18106.0,2332.0,13234.0,4876.0,5457.0,81066.0,17508.0,9855.0,36180.0,8611.0,,,,,31049.0,3.81,11.96,,2.8832,
96,2003-05-21,,,10988.0,33831.0,20424.0,18153.0,2271.0,13407.0,4930.0,5533.0,80827.0,17531.0,9865.0,35991.0,8837.0,,,,,30931.0,4.01,12.02,,2.853,
97,2003-05-22,,,11008.0,33920.0,20436.0,18174.0,2262.0,13484.0,4922.0,5533.0,80903.0,17555.0,9797.0,36592.0,8559.0,,,,,30936.0,3.7,10.97,,2.839,
98,2003-05-23,,,11045.0,33740.0,20455.0,18202.0,2253.0,13285.0,5095.0,5709.0,80979.0,17402.0,9847.0,37038.0,8730.0,,,,,31018.0,3.68,12.85,,2.8913,
99,2003-05-26,,,11048.0,33749.0,20436.0,18090.0,2346.0,13313.0,5110.0,5709.0,80890.0,17572.0,9726.0,36924.0,8760.0,,,,,31059.0,3.3,11.47,,2.8825,
100,2003-05-27,,,11052.0,33895.0,20406.0,18009.0,2397.0,13489.0,5108.0,5709.0,80752.0,17628.0,9574.0,37193.0,8501.0,,,,,31065.0,3.38,10.52,,2.8683,
101,2003-05-28,,,11048.0,33806.0,20439.0,18011.0,2428.0,13367.0,5240.0,5850.0,81584.0,18058.0,9716.0,37257.0,8707.0,,,,,31038.0,3.38,10.06,,2.8753,
102,2003-05-29,,,11087.0,34177.0,20514.0,18048.0,2466.0,13663.0,5242.0,5850.0,81972.0,18300.0,9923.0,37357.0,8576.0,,,,,31060.0,3.47,10.97,,2.8825,
103,2003-05-30,,,11374.0,34149.0,20727.0,18183.0,2544.0,13422.0,5247.0,5861.0,82613.0,18512.0,10314.0,37607.0,8456.0,,,,,30861.0,3.16,10.15,,2.8632,
104,2003-06-02,,,11547.0,34294.0,20905.0,18419.0,2486.0,13389.0,5242.0,5861.0,82627.0,18473.0,10347.0,37395.0,8610.0,,,,,30995.0,3.34,10.49,,2.8468,
105,2003-06-03,,,11601.0,34502.0,21039.0,18550.0,2489.0,13463.0,5237.0,5861.0,82655.0,18445.0,10234.0,37589.0,8609.0,,,,,30931.0,3.34,11.07,,2.838,
106,2003-06-04,,,11638.0,34599.0,21156.0,18661.0,2495.0,13443.0,5317.0,5938.0,82729.0,18303.0,10302.0,37722.0,8652.0,,,,,31068.0,3.44,10.53,,2.8255,
107,2003-06-05,,,11614.0,34708.0,21349.0,18872.0,2477.0,13359.0,5313.0,5938.0,82664.0,18072.0,10534.0,37771.0,8562.0,,,,,31008.0,3.41,10.63,,2.8225,
108,2003-06-06,,,11656.0,34848.0,21557.0,19136.0,2421.0,13291.0,5340.0,5955.0,82595.0,18009.0,10477.0,37824.0,8598.0,,,,,30990.0,3.58,10.32,,2.8243,
109,2003-06-09,,,11734.0,35114.0,21704.0,19245.0,2459.0,13410.0,5341.0,5955.0,82400.0,18038.0,10320.0,37716.0,8660.0,,,,,30856.0,3.91,10.39,,2.815,
110,2003-06-10,,,11823.0,35370.0,21773.0,19265.0,2508.0,13597.0,5338.0,5955.0,82583.0,18091.0,10175.0,37961.0,8712.0,,,,,30824.0,3.67,10.97,,2.811,
111,2003-06-11,,,11853.0,35265.0,21755.0,19181.0,2574.0,13510.0,5378.0,6004.0,82281.0,17896.0,10094.0,37998.0,8673.0,,,,,30832.0,3.93,10.36,,2.8112,
112,2003-06-12,,,12021.0,35715.0,21765.0,19170.0,2595.0,13950.0,5378.0,6004.0,82443.0,17857.0,10146.0,38109.0,8731.0,,,,,30841.0,4.31,11.04,,2.8383,
113,2003-06-13,,,11452.0,36243.0,21825.0,19244.0,2581.0,14418.0,5381.0,5857.0,82784.0,18070.0,10158.0,38253.0,8752.0,,,,,30769.0,4.37,10.74,,2.8265,
114,2003-06-17,,,11552.0,36548.0,21868.0,19155.0,2713.0,14680.0,5378.0,5857.0,82973.0,18428.0,9987.0,38094.0,8972.0,,,,,30773.0,3.68,10.74,,2.8043,
115,2003-06-18,,,11628.0,36766.0,21777.0,19074.0,2703.0,14989.0,5386.0,5892.0,83176.0,18434.0,9967.0,38467.0,8851.0,,,,,30663.0,3.63,10.84,,2.795,
116,2003-06-19,,,11637.0,36804.0,21752.0,19075.0,2677.0,15052.0,5383.0,5892.0,83621.0,18488.0,10156.0,38778.0,8801.0,,,,,30768.0,3.85,11.38,,2.7987,
117,2003-06-20,,,11650.0,36972.0,21759.0,19183.0,2576.0,15213.0,5419.0,5932.0,83939.0,18498.0,10310.0,38844.0,8897.0,,,,,30808.0,3.57,10.12,,2.8027,
118,2003-06-23,,,11735.0,37270.0,21781.0,19183.0,2598.0,15489.0,5420.0,5932.0,84314.0,18779.0,10240.0,38805.0,9119.0,,,,,30769.0,4.21,10.47,,2.7957,
119,2003-06-24,,,12136.0,37551.0,21741.0,19161.0,2580.0,15810.0,5418.0,5932.0,84392.0,18978.0,10199.0,38997.0,8866.0,,,,,30633.0,3.21,9.18,,2.7728,
120,2003-06-25,,,12173.0,37453.0,21745.0,19125.0,2620.0,15708.0,5700.0,6261.0,84666.0,19402.0,10117.0,38953.0,8856.0,,,,,30589.0,3.1,9.54,,2.7615,
121,2003-06-26,,,12237.0,37725.0,21837.0,19133.0,2704.0,15888.0,5696.0,6261.0,85305.0,19710.0,10323.0,39042.0,8900.0,,,,,30617.0,3.28,9.45,,2.7857,
122,2003-06-27,,,12229.0,37622.0,21987.0,19298.0,2689.0,15635.0,5934.0,6528.0,85742.0,19596.0,10943.0,39005.0,8893.0,,,,,30552.0,2.98,8.84,,2.794,
123,2003-06-30,,,12183.0,37674.0,22246.0,19489.0,2757.0,15428.0,5936.0,6528.0,85758.0,19408.0,11329.0,39092.0,8737.0,,,,,30621.0,2.81,8.3,,2.8075,
124,2003-07-01,,,12201.0,37918.0,22465.0,19742.0,2723.0,15453.0,5940.0,6528.0,85665.0,19448.0,11416.0,38935.0,8672.0,,,,,30779.0,3.02,8.36,,2.8003,
125,2003-07-02,,,12239.0,37765.0,22728.0,19969.0,2759.0,15037.0,6125.0,6736.0,85609.0,19231.0,11312.0,39082.0,8802.0,,,,,30722.0,2.63,8.62,,2.8012,
126,2003-07-03,,,12244.0,37944.0,23008.0,20225.0,2783.0,14936.0,6125.0,6736.0,85486.0,18916.0,11414.0,39102.0,8884.0,,,,,30667.0,2.71,8.19,,2.7967,
127,2003-07-04,,,12973.0,37799.0,23257.0,20544.0,2713.0,14542.0,6296.0,6917.0,85271.0,18516.0,11860.0,38999.0,8735.0,,,,,30645.0,2.79,7.58,,2.7953,
128,2003-07-07,,,13036.0,37974.0,23571.0,20851.0,2720.0,14403.0,6296.0,6917.0,84937.0,18314.0,11879.0,38740.0,8863.0,,,,,30624.0,2.67,7.08,,2.7902,
129,2003-07-08,,,13071.0,38113.0,23784.0,20919.0,2865.0,14329.0,6295.0,6917.0,84837.0,18160.0,11854.0,38900.0,8787.0,,,,,30516.0,2.62,7.02,,2.776,
130,2003-07-10,,,13101.0,38011.0,23912.0,21083.0,2829.0,14099.0,6520.0,7160.0,84945.0,18429.0,11622.0,38729.0,9051.0,,,,,30385.0,2.75,7.3,,2.7673,
131,2003-07-11,,,13137.0,37889.0,23930.0,21157.0,2773.0,13959.0,6758.0,7366.0,84833.0,18455.0,11699.0,38766.0,8813.0,,,,,30295.0,2.54,6.13,,2.7582,
132,2003-07-14,,,13167.0,37987.0,23897.0,21091.0,2806.0,14090.0,6755.0,7366.0,84920.0,18744.0,11555.0,38515.0,9038.0,,,,,30334.0,2.1,5.96,,2.7647,
133,2003-07-15,,,13197.0,38180.0,23810.0,21010.0,2800.0,14370.0,6757.0,7366.0,85149.0,18801.0,11655.0,38731.0,8897.0,,,,,30290.0,2.3,5.66,,2.7815,
134,2003-07-16,,,13251.0,37961.0,23738.0,20998.0,2740.0,14223.0,7051.0,7666.0,85475.0,19049.0,11648.0,39073.0,8648.0,,,,,30292.0,2.21,5.86,,2.7715,
135,2003-07-17,,,12267.0,37673.0,23788.0,21084.0,2704.0,13885.0,7049.0,7666.0,85613.0,18980.0,11673.0,39099.0,8805.0,,,,,30234.0,1.84,4.83,,2.7873,
136,2003-07-18,,,12300.0,37678.0,23888.0,21162.0,2726.0,13790.0,7161.0,7765.0,85561.0,18593.0,11996.0,39310.0,8633.0,,,,,30280.0,2.16,4.64,,2.799,
137,2003-07-21,,,12321.0,37832.0,23898.0,21159.0,2739.0,13934.0,7164.0,7765.0,85448.0,18698.0,12053.0,38958.0,8770.0,,,,,30303.0,1.85,5.57,,2.7973,
